Income,Age,HasDebt,IsEthnicMinority,LanguageAtHome,MaritalStatus,SchoolDegree,SchoolMajor,CityPopulation,CountryCitizen,CountryLive,EmploymentField,EmploymentStatus,Gender,IsSoftwareDev
20000,23,1,0,English,NA,bachelor's degree,Physics,"between 100,000 and 1 million",United Kingdom,United Kingdom,food and beverage,Employed for wages,male,0
NA,25,1,0,Spanish,NA,"professional degree (MBA, MD, JD, etc.)",Computer Science,more than 1 million,Mexico,Mexico,NA,Not working but looking for work,male,0
47000,27,1,0,English,married or domestic partnership,bachelor's degree,Elementary Education,"less than 100,000",United States of America,United States of America,education,Self-employed business owner,male,0
16500,36,1,0,Spanish,married or domestic partnership,"some college credit, no degree",NA,"less than 100,000",Costa Rica,Costa Rica,software development,Self-employed business owner,male,NA
29000,26,1,0,English,NA,associate's degree,Computer Networking,"less than 100,000",United States of America,United States of America,NA,Employed for wages,male,1
20000,28,1,0,Spanish,"single, never married",bachelor's degree,Information Technology,more than 1 million,Peru,Peru,software development,Employed for wages,male,0
40000,39,0,0,English,divorced,high school diploma or equivalent (GED),NA,more than 1 million,United States of America,United States of America,office and administrative support,Employed for wages,female,0
NA,17,0,0,English,NA,high school diploma or equivalent (GED),NA,more than 1 million,Australia,Australia,NA,Doing an unpaid internship,male,NA
NA,17,0,0,Spanish,NA,"some college credit, no degree",NA,more than 1 million,Colombia,Colombia,NA,NA,male,0
13500,26,NA,0,English,NA,"some college credit, no degree",NA,"less than 100,000",United States of America,United States of America,NA,Employed for wages,male,0
20000,39,1,1,English,married or domestic partnership,bachelor's degree,Liberal Arts,"between 100,000 and 1 million",United States of America,Japan,"arts, entertainment, sports, or media",Self-employed freelancer,female,0
15000,36,1,0,English,"single, never married",bachelor's degree,Software Engineering,"between 100,000 and 1 million",United States of America,United States of America,NA,Employed for wages,male,0
25000,30,1,1,English,NA,"trade, technical, or vocational training",NA,more than 1 million,Guyana,Canada,software development,Employed for wages,male,0
NA,53,1,1,English,married or domestic partnership,master's degree (non-professional),Business Administration,"less than 100,000",United States of America,United States of America,NA,Not working but looking for work,female,0
50000,32,0,0,English,NA,bachelor's degree,Operations Management,"less than 100,000",United Kingdom,United States of America,education,Employed for wages,male,0
28000,35,1,0,English,married or domestic partnership,"trade, technical, or vocational training",NA,"less than 100,000",United States of America,United States of America,NA,Employed for wages,male,0
105000,31,0,1,English,NA,bachelor's degree,Communications,more than 1 million,United States of America,Hong Kong,transportation,Employed for wages,male,1
10000,20,0,0,English,NA,"some college credit, no degree",NA,"less than 100,000",United States of America,United States of America,office and administrative support,Employed for wages,male,0
NA,28,1,0,English,NA,bachelor's degree,Psychology,"less than 100,000",United States of America,United States of America,NA,Employed for wages,male,0
NA,21,0,0,Russian,NA,associate's degree,Electrical Engineering,more than 1 million,Ukraine,Ukraine,NA,Doing an unpaid internship,male,0
45000,31,1,0,English,NA,master's degree (non-professional),Mental Health Counseling,"between 100,000 and 1 million",United States of America,United States of America,education,Employed for wages,male,0
NA,36,1,0,English,married or domestic partnership,master's degree (non-professional),Liberal Arts,"less than 100,000",United States of America,United States of America,software development,Employed for wages,female,0
NA,25,1,1,English,NA,bachelor's degree,Communications,"less than 100,000",United States of America,United States of America,NA,Not working but looking for work,male,0
30000,30,1,0,Polish,NA,master's degree (non-professional),Electrical Engineering,"between 100,000 and 1 million",Poland,Poland,software development,Self-employed freelancer,male,NA
NA,28,0,0,Spanish,NA,bachelor's degree,Software Engineering,more than 1 million,Mexico,Mexico,NA,Not working but looking for work,male,0
NA,25,1,1,English,NA,bachelor's degree,Political Science,"between 100,000 and 1 million",United States of America,United States of America,NA,NA,female,0
36000,32,1,1,English,NA,bachelor's degree,Business Administration,more than 1 million,United States of America,Korea South,education,Employed for wages,female,NA
NA,33,1,1,English,NA,"some college credit, no degree",NA,more than 1 million,Canada,Canada,NA,Not working but looking for work,male,0
45000,52,1,0,English,NA,"some college credit, no degree",NA,"between 100,000 and 1 million",United States of America,United States of America,software development,Self-employed freelancer,male,0
38000,36,1,0,French,married or domestic partnership,"some college credit, no degree",NA,"less than 100,000",Canada,Canada,construction and extraction,Employed for wages,male,0
NA,31,0,0,English,NA,bachelor's degree,English,"between 100,000 and 1 million",United States of America,United States of America,NA,A stay-at-home parent or homemaker,female,0
90000,50,0,1,English,married or domestic partnership,bachelor's degree,Computer Science,more than 1 million,United States of America,United States of America,finance,Employed for wages,male,1
45000,28,0,0,English,"single, never married","trade, technical, or vocational training",NA,"between 100,000 and 1 million",Canada,Canada,construction and extraction,Employed for wages,male,0
40000,31,1,0,English,married or domestic partnership,associate's degree,Criminal Justice,"between 100,000 and 1 million",United States of America,United States of America,software development,Employed for wages,male,0
30000,28,1,0,English,married or domestic partnership,"some college credit, no degree",NA,"between 100,000 and 1 million",United States of America,United States of America,software development,Employed for wages,male,0
NA,20,0,0,English,NA,high school diploma or equivalent (GED),NA,"between 100,000 and 1 million",Israel,Israel,NA,Not working and not looking for work,male,0
32000,24,1,0,English,married or domestic partnership,"some college credit, no degree",NA,"less than 100,000",United States of America,United States of America,NA,Employed for wages,male,0
NA,22,1,0,English,NA,"some college credit, no degree",NA,more than 1 million,Australia,Australia,NA,Not working and not looking for work,male,0
33000,29,1,0,English,"single, never married","some college credit, no degree",NA,more than 1 million,United States of America,United States of America,office and administrative support,Employed for wages,female,0
NA,26,0,0,Spanish,NA,"professional degree (MBA, MD, JD, etc.)",Computer Science,"between 100,000 and 1 million",Colombia,Colombia,NA,Not working but looking for work,male,0
8000,25,0,0,English,NA,bachelor's degree,Music,"less than 100,000",United States of America,United States of America,food and beverage,Employed for wages,male,0
NA,40,1,1,English,NA,"trade, technical, or vocational training",NA,"between 100,000 and 1 million",Canada,Chile,NA,Not working but looking for work,male,1
NA,30,1,0,English,NA,master's degree (non-professional),Physics,more than 1 million,Italy,United States of America,NA,Not working but looking for work,male,1
NA,36,1,0,English,married or domestic partnership,associate's degree,Business Administration,"between 100,000 and 1 million",United States of America,Japan,NA,A stay-at-home parent or homemaker,male,0
30000,24,1,1,Yue (Cantonese) Chinese,NA,bachelor's degree,Communications,"less than 100,000",United States of America,United States of America,NA,Employed for wages,female,NA
NA,24,0,0,English,NA,bachelor's degree,Engineering,"between 100,000 and 1 million",United Kingdom,United Kingdom,NA,Not working but looking for work,male,1
80000,31,1,1,English,married or domestic partnership,bachelor's degree,Political Science,more than 1 million,United States of America,United States of America,education,Employed for wages,male,1
21000,31,1,1,English,NA,master's degree (non-professional),English,"less than 100,000",United States of America,United States of America,education,Employed for wages,female,1
NA,16,0,0,English,NA,some high school,NA,"less than 100,000",United States of America,United States of America,NA,Not working and not looking for work,male,NA
15000,22,1,0,English,NA,high school diploma or equivalent (GED),NA,"between 100,000 and 1 million",United States of America,United States of America,software development,Employed for wages,male,0
28000,37,1,1,Tagalog,married or domestic partnership,bachelor's degree,Computer Science,"between 100,000 and 1 million",United States of America,United States of America,office and administrative support,Employed for wages,male,0
