Age,CityPopulation,CountryCitizen,CountryLive,EmploymentField,EmploymentStatus,Gender,HasDebt,Income,IsEthnicMinority,LanguageAtHome,MaritalStatus,SchoolDegree,SchoolMajor,IsSoftwareDev
33,"between 100,000 and 1 million",United States of America,United States of America,NA,Employed for wages,male,1,45000,0,English,NA,Ph.D.,Biomedical Science,0
22,more than 1 million,United States of America,United States of America,NA,NA,female,1,NA,1,English,NA,"some college credit, no degree",NA,0
39,"between 100,000 and 1 million",United States of America,United States of America,"arts, entertainment, sports, or media",Self-employed freelancer,male,1,15000,0,English,married or domestic partnership,master's degree (non-professional),Business Administration,0
31,"less than 100,000",United States of America,United States of America,health care,Employed for wages,male,1,62000,0,English,married or domestic partnership,"trade, technical, or vocational training",NA,0
22,"between 100,000 and 1 million",Canada,Canada,NA,Doing an unpaid internship,female,0,NA,0,French,NA,bachelor's degree,Business Administration,0
24,more than 1 million,India,United States of America,NA,Not working but looking for work,male,1,NA,1,Telugu,NA,master's degree (non-professional),Information Systems,0
17,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working and not looking for work,male,0,NA,0,English,NA,some high school,NA,0
48,"less than 100,000",United States of America,United States of America,NA,Not working but looking for work,male,0,NA,0,English,married or domestic partnership,associate's degree,Computer Programming,0
20,more than 1 million,Mexico,Mexico,NA,Not working but looking for work,female,0,NA,0,Spanish,NA,high school diploma or equivalent (GED),NA,0
29,"between 100,000 and 1 million",Mexico,Canada,NA,A stay-at-home parent or homemaker,female,1,NA,0,Spanish,married or domestic partnership,high school diploma or equivalent (GED),NA,0
25,"between 100,000 and 1 million",United States of America,United States of America,software development,Employed for wages,male,0,31000,0,English,NA,bachelor's degree,Biology,0
32,"less than 100,000",Brazil,New Zealand,NA,Employed for wages,male,0,20000,0,Portuguese,NA,bachelor's degree,Information Technology,0
29,"less than 100,000",United States of America,United States of America,NA,Employed for wages,male,1,55000,0,English,married or domestic partnership,associate's degree,Information Technology,0
23,"less than 100,000",United Kingdom,United Kingdom,NA,Not working and not looking for work,male,1,NA,0,English,NA,high school diploma or equivalent (GED),NA,0
40,"between 100,000 and 1 million",Canada,Canada,office and administrative support,Employed for wages,female,1,50800,1,English,NA,"some college credit, no degree",NA,0
19,more than 1 million,Canada,Canada,NA,Not working and not looking for work,male,0,NA,0,English,NA,bachelor's degree,Computer Science,0
24,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working and not looking for work,male,1,NA,1,English,NA,bachelor's degree,Math,0
22,"less than 100,000",United States of America,United States of America,NA,Employed for wages,female,0,45000,0,English,NA,bachelor's degree,Civil Engineering,0
20,"less than 100,000",United States of America,United States of America,NA,Not working but looking for work,male,0,NA,1,English,NA,high school diploma or equivalent (GED),NA,0
57,"less than 100,000",United States of America,United States of America,"arts, entertainment, sports, or media",Self-employed freelancer,male,1,111000,0,English,married or domestic partnership,"some college credit, no degree",NA,0
42,"between 100,000 and 1 million",United States of America,United States of America,health care,Employed for wages,male,1,42000,1,English,"single, never married","some college credit, no degree",NA,0
29,more than 1 million,United States of America,United States of America,NA,Employed for wages,female,1,47000,1,English,"single, never married",master's degree (non-professional),Psychology,0
26,"between 100,000 and 1 million",Estonia,Estonia,NA,Doing an unpaid internship,male,0,NA,0,English,NA,bachelor's degree,Economics,0
28,more than 1 million,United States of America,United States of America,food and beverage,Employed for wages,male,1,40000,0,English,NA,"some college credit, no degree",NA,0
35,more than 1 million,Bangladesh,Bangladesh,NA,Not working but looking for work,male,1,NA,0,Bengali,"single, never married",bachelor's degree,Accounting,0
44,more than 1 million,United States of America,United States of America,health care,Employed for wages,female,1,43000,0,English,NA,bachelor's degree,Nursing,0
42,more than 1 million,United States of America,United States of America,"arts, entertainment, sports, or media",Self-employed freelancer,male,1,54000,0,English,divorced,bachelor's degree,Anthropology,0
35,"less than 100,000",United States of America,United States of America,NA,Employed for wages,male,1,79000,1,English,married or domestic partnership,bachelor's degree,English,0
30,"less than 100,000",United States of America,United States of America,NA,Not working but looking for work,female,1,NA,1,English,NA,master's degree (non-professional),Education,0
54,"less than 100,000",United States of America,United States of America,NA,Employed for wages,male,1,90000,0,English,married or domestic partnership,"trade, technical, or vocational training",NA,0
19,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working and not looking for work,male,0,NA,0,English,NA,"some college credit, no degree",NA,0
31,more than 1 million,Angola,Angola,NA,Not working but looking for work,male,0,NA,0,Portuguese,NA,bachelor's degree,Audio and Video Production,0
28,"between 100,000 and 1 million",Kazakhstan,Kazakhstan,software development,Self-employed freelancer,male,0,8000,0,Russian,"single, never married",high school diploma or equivalent (GED),NA,0
37,"less than 100,000",United States of America,United States of America,"arts, entertainment, sports, or media",Employed for wages,female,1,36000,0,English,married or domestic partnership,bachelor's degree,Graphic Design,0
25,more than 1 million,United States of America,United States of America,NA,Not working but looking for work,male,0,NA,0,English,NA,associate's degree,Business Administration,0
19,more than 1 million,Pakistan,NA,NA,NA,male,1,NA,0,Urdu,NA,some high school,NA,0
31,"between 100,000 and 1 million",United States of America,United States of America,software development,Self-employed freelancer,genderqueer,1,35000,1,English,NA,bachelor's degree,Communications,0
22,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working but looking for work,male,1,NA,1,Spanish,NA,associate's degree,General Studies,0
23,more than 1 million,Guyana,United States of America,NA,Not working but looking for work,male,0,NA,1,English,NA,bachelor's degree,Biology,0
30,"less than 100,000",United States of America,NA,NA,Employed for wages,female,1,49500,0,English,NA,high school diploma or equivalent (GED),NA,0
27,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working and not looking for work,male,1,NA,0,English,NA,bachelor's degree,Liberal Arts,0
42,"less than 100,000",United States of America,United States of America,"arts, entertainment, sports, or media",Self-employed business owner,female,1,20000,0,English,NA,bachelor's degree,Photography,0
22,"between 100,000 and 1 million",Slovakia,Slovakia,NA,Not working but looking for work,male,0,NA,0,NA,NA,"some college credit, no degree",NA,0
37,more than 1 million,New Zealand,New Zealand,NA,Not working but looking for work,male,1,NA,1,English,NA,master's degree (non-professional),Information Systems,0
30,more than 1 million,United States of America,United States of America,"arts, entertainment, sports, or media",Employed for wages,male,1,43000,1,Spanish,married or domestic partnership,bachelor's degree,Information Systems,0
20,"between 100,000 and 1 million",Serbia,Serbia,NA,Not working but looking for work,male,0,NA,0,Serbo-Croatian,NA,bachelor's degree,Computer Science,0
30,"between 100,000 and 1 million",United States of America,United States of America,sales,Employed for wages,female,1,35000,0,English,NA,bachelor's degree,Advertising and Marketing,0
50,"between 100,000 and 1 million",United States of America,United States of America,NA,Self-employed business owner,male,0,85000,0,English,NA,master's degree (non-professional),Computer Science,0
32,more than 1 million,United States of America,United States of America,NA,Employed for wages,male,0,49000,0,English,NA,bachelor's degree,Geography,0
65,"less than 100,000",United States of America,United States of America,NA,NA,male,1,NA,0,English,NA,master's degree (non-professional),Social Work,0
31,more than 1 million,Ireland,Canada,NA,Employed for wages,male,1,NA,0,English,NA,high school diploma or equivalent (GED),NA,0
