IsSoftwareDev,Age,AttendedBootcamp,CityPopulation,CountryCitizen,CountryLive,EmploymentStatus,Gender,HasDebt,HasFinancialDependents,HasHighSpdInternet,HasServedInMilitary,HoursLearning,IsEthnicMinority,IsReceiveDiabilitiesBenefits,LanguageAtHome,MoneyForLearning,MonthsProgramming,SchoolDegree
0,36,1,more than 1 million,United States of America,Japan,A stay-at-home parent or homemaker,female,0,1,1,0,20,1,0,English,500,12,bachelor's degree
0,31,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,0,1,0,4,0,0,English,100,4,associate's degree
0,23,0,"between 100,000 and 1 million",United Kingdom,United Kingdom,Employed for wages,male,1,0,0,0,20,0,0,English,0,1,bachelor's degree
0,25,1,more than 1 million,Mexico,Mexico,Not working but looking for work,male,1,0,1,0,40,0,0,Spanish,2500,6,"professional degree (MBA, MD, JD, etc.)"
0,27,0,"less than 100,000",United States of America,United States of America,Self-employed business owner,male,1,1,1,0,6,0,0,English,0,1,bachelor's degree
1,36,0,"less than 100,000",Costa Rica,Costa Rica,Self-employed business owner,male,1,1,0,0,3,0,0,Spanish,0,,"some college credit, no degree"
0,26,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,0,0,0,15,0,0,English,300,16,associate's degree
0,28,0,more than 1 million,Peru,Peru,Employed for wages,male,1,1,1,0,8,0,0,Spanish,0,1,bachelor's degree
0,39,0,more than 1 million,United States of America,United States of America,Employed for wages,female,0,1,1,0,,0,0,English,800,1,high school diploma or equivalent (GED)
0,17,0,more than 1 million,Australia,Australia,Doing an unpaid internship,male,0,0,0,0,10,0,0,English,35,36,high school diploma or equivalent (GED)
0,17,0,more than 1 million,Colombia,Colombia,,male,0,0,0,0,24,0,0,Spanish,0,1,"some college credit, no degree"
0,26,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,,0,1,0,10,0,0,English,300,6,"some college credit, no degree"
0,39,0,"between 100,000 and 1 million",United States of America,Japan,Self-employed freelancer,female,1,1,1,0,3,1,0,English,0,1,bachelor's degree
0,36,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,1,1,0,10,0,0,English,0,15,bachelor's degree
1,30,0,more than 1 million,Guyana,Canada,Employed for wages,male,1,0,1,0,4,1,0,English,5000,42,"trade, technical, or vocational training"
0,53,0,"less than 100,000",United States of America,United States of America,Not working but looking for work,female,1,1,1,0,5,1,0,English,600,8,master's degree (non-professional)
0,32,0,"less than 100,000",United Kingdom,United States of America,Employed for wages,male,0,0,0,0,4,0,0,English,400,3,bachelor's degree
0,35,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,1,1,0,15,0,0,English,100,12,"trade, technical, or vocational training"
0,31,0,more than 1 million,United States of America,Hong Kong,Employed for wages,male,0,0,1,0,15,1,0,English,200,40,bachelor's degree
0,20,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,0,0,1,0,8,0,0,English,0,1,"some college credit, no degree"
0,28,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,0,1,0,5,0,0,English,0,24,bachelor's degree
0,21,0,more than 1 million,Ukraine,Ukraine,Doing an unpaid internship,male,0,0,1,1,,0,0,Russian,0,40,associate's degree
0,31,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,0,12,0,0,English,500,8,master's degree (non-professional)
1,36,0,"less than 100,000",United States of America,United States of America,Employed for wages,female,1,1,1,0,20,0,0,English,200,9,master's degree (non-professional)
0,25,0,"less than 100,000",United States of America,United States of America,Not working but looking for work,male,1,,1,0,5,1,0,English,0,24,bachelor's degree
1,30,0,"between 100,000 and 1 million",Poland,Poland,Self-employed freelancer,male,1,0,1,0,10,0,0,Polish,100,24,master's degree (non-professional)
0,28,0,more than 1 million,Mexico,Mexico,Not working but looking for work,male,0,0,1,0,8,0,0,Spanish,0,36,bachelor's degree
1,25,0,"between 100,000 and 1 million",United States of America,United States of America,,female,1,0,1,0,20,1,0,English,300,4,bachelor's degree
0,32,0,more than 1 million,United States of America,Korea South,Employed for wages,female,1,0,1,0,10,1,0,English,100,4,bachelor's degree
0,33,0,more than 1 million,Canada,Canada,Not working but looking for work,male,1,0,1,0,30,1,0,English,1000,24,"some college credit, no degree"
1,52,1,"between 100,000 and 1 million",United States of America,United States of America,Self-employed freelancer,male,1,0,1,1,30,0,0,English,25000,24,"some college credit, no degree"
0,36,0,"less than 100,000",Canada,Canada,Employed for wages,male,1,1,1,0,10,0,0,French,100,6,"some college credit, no degree"
0,31,0,"between 100,000 and 1 million",United States of America,United States of America,A stay-at-home parent or homemaker,female,0,0,1,0,30,0,0,English,500,1,bachelor's degree
0,50,0,more than 1 million,United States of America,United States of America,Employed for wages,male,0,1,1,0,4,1,0,English,50,12,bachelor's degree
0,28,0,"between 100,000 and 1 million",Canada,Canada,Employed for wages,male,0,1,1,0,20,0,0,English,500,14,"trade, technical, or vocational training"
1,31,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,1,1,0,20,0,0,English,0,18,associate's degree
1,28,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,1,1,0,10,0,0,English,0,24,"some college credit, no degree"
0,20,0,"between 100,000 and 1 million",Israel,Israel,Not working and not looking for work,male,0,0,1,1,,0,0,English,,,high school diploma or equivalent (GED)
0,24,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,1,1,0,5,0,0,English,60,36,"some college credit, no degree"
0,22,0,more than 1 million,Australia,Australia,Not working and not looking for work,male,1,0,1,0,15,0,0,English,130,5,"some college credit, no degree"
0,29,0,more than 1 million,United States of America,United States of America,Employed for wages,female,1,1,1,0,15,0,0,English,300,18,"some college credit, no degree"
1,26,0,"between 100,000 and 1 million",Colombia,Colombia,Not working but looking for work,male,0,0,0,0,20,0,0,Spanish,0,48,"professional degree (MBA, MD, JD, etc.)"
0,25,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,0,0,0,0,12,0,0,English,200,6,bachelor's degree
0,40,0,"between 100,000 and 1 million",Canada,Chile,Not working but looking for work,male,1,0,1,0,20,1,0,English,0,8,"trade, technical, or vocational training"
0,30,0,more than 1 million,Italy,United States of America,Not working but looking for work,male,1,0,1,0,50,0,0,English,300,3,master's degree (non-professional)
0,36,0,"between 100,000 and 1 million",United States of America,Japan,A stay-at-home parent or homemaker,male,1,1,1,1,30,0,0,English,400,6,associate's degree
0,24,0,"less than 100,000",United States of America,United States of America,Employed for wages,female,1,0,0,0,1,1,0,Yue (Cantonese) Chinese,1200,3,bachelor's degree
0,24,0,"between 100,000 and 1 million",United Kingdom,United Kingdom,Not working but looking for work,male,0,0,1,0,20,0,0,English,100,2,bachelor's degree
0,31,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,1,1,1,10,1,0,English,2500,24,bachelor's degree
0,31,0,"less than 100,000",United States of America,United States of America,Employed for wages,female,1,0,1,0,7,1,0,English,500,8,master's degree (non-professional)
0,16,0,"less than 100,000",United States of America,United States of America,Not working and not looking for work,male,0,0,1,0,32,0,0,English,150,12,some high school
1,22,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,0,20,0,0,English,50,48,high school diploma or equivalent (GED)
0,37,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,1,1,0,10,1,0,Tagalog,100,24,bachelor's degree
0,16,0,"between 100,000 and 1 million",United States of America,United States of America,,male,0,0,1,0,0,1,,English,0,8,no high school (secondary school)
1,32,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,1,1,0,40,0,0,English,0,36,"some college credit, no degree"
0,23,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,female,0,0,1,0,25,0,0,English,5000,2,bachelor's degree
1,34,0,"between 100,000 and 1 million",Colombia,Colombia,Self-employed freelancer,male,1,0,1,1,15,0,0,Spanish,200,,bachelor's degree
0,34,0,"between 100,000 and 1 million",Ireland,Ireland,Employed for wages,male,1,1,1,0,5,0,0,Spanish,300,6,high school diploma or equivalent (GED)
0,36,0,more than 1 million,Honduras,United States of America,Employed for wages,male,1,1,0,0,20,0,0,Spanish,250,3,"some college credit, no degree"
0,33,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,0,10,0,0,English,500,12,Ph.D.
1,29,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,0,1,0,5,0,0,English,0,12,bachelor's degree
0,22,0,more than 1 million,United States of America,United States of America,,female,1,0,1,0,8,1,0,English,500,24,"some college credit, no degree"
0,39,0,"between 100,000 and 1 million",United States of America,United States of America,Self-employed freelancer,male,1,1,1,0,10,0,0,English,1000,13,master's degree (non-professional)
0,31,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,1,1,0,5,0,0,English,80,6,"trade, technical, or vocational training"
0,22,0,"between 100,000 and 1 million",Canada,Canada,Doing an unpaid internship,female,0,0,1,0,2,0,0,French,0,1,bachelor's degree
0,24,0,more than 1 million,India,United States of America,Not working but looking for work,male,1,0,1,0,,1,0,Telugu,300,100,master's degree (non-professional)
1,38,1,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,0,5,1,0,Spanish,9000,18,bachelor's degree
1,35,1,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,0,10,0,0,English,15000,12,bachelor's degree
0,17,0,"between 100,000 and 1 million",United States of America,United States of America,Not working and not looking for work,male,0,0,1,0,20,0,0,English,60,6,some high school
0,48,0,"less than 100,000",United States of America,United States of America,Not working but looking for work,male,0,1,1,1,15,0,0,English,500,12,associate's degree
0,20,0,more than 1 million,Mexico,Mexico,Not working but looking for work,female,0,0,0,0,5,0,0,Spanish,40,48,high school diploma or equivalent (GED)
1,29,0,"less than 100,000",United States of America,United States of America,Employed for wages,female,0,0,1,0,8,0,0,English,200,15,master's degree (non-professional)
0,29,0,"between 100,000 and 1 million",Mexico,Canada,A stay-at-home parent or homemaker,female,1,1,1,0,10,0,0,Spanish,50,2,high school diploma or equivalent (GED)
1,46,0,"between 100,000 and 1 million","Netherlands (Holland, Europe)","Netherlands (Holland, Europe)",Self-employed freelancer,male,0,1,1,0,20,0,0,English,4000,160,master's degree (non-professional)
0,25,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,0,0,1,0,5,0,0,English,0,6,bachelor's degree
0,32,0,"less than 100,000",Brazil,New Zealand,Employed for wages,male,0,0,1,0,25,0,0,Portuguese,3000,12,bachelor's degree
1,56,0,"between 100,000 and 1 million",United States of America,United States of America,Self-employed freelancer,male,0,0,1,0,40,0,0,English,1000,22,associate's degree
1,26,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,1,1,0,60,0,0,English,2000,96,"some college credit, no degree"
1,38,0,"between 100,000 and 1 million",Mexico,Mexico,Employed for wages,male,0,1,1,1,5,,0,Spanish,300,,bachelor's degree
1,23,1,,United States of America,United States of America,Employed for wages,male,0,0,1,0,40,1,0,English,,12,bachelor's degree
1,19,0,more than 1 million,Lithuania,Germany,Employed for wages,male,1,0,1,0,15,0,0,Russian,120,48,"professional degree (MBA, MD, JD, etc.)"
0,29,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,1,1,0,4,0,0,English,0,2,associate's degree
0,23,0,"less than 100,000",United Kingdom,United Kingdom,Not working and not looking for work,male,1,0,1,0,30,0,0,English,30,8,high school diploma or equivalent (GED)
1,48,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,1,1,0,20,0,0,English,,144,master's degree (non-professional)
0,40,0,"between 100,000 and 1 million",Canada,Canada,Employed for wages,female,1,0,1,0,3,1,0,English,100,6,"some college credit, no degree"
1,25,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,0,1,0,10,1,0,English,40,36,associate's degree
0,19,0,more than 1 million,Canada,Canada,Not working and not looking for work,male,0,0,1,0,10,0,0,English,0,80,bachelor's degree
